Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
"November 13, 2021",VOC,weighted,10,BA.2,NA,0
"November 20, 2021",VOC,weighted,10,BA.2,NA,0
"November 27, 2021",VOC,weighted,10,BA.2,NA,0
"December 4, 2021",VOC,weighted,10,BA.2,NA,0
"December 11, 2021",VOC,weighted,10,BA.2,NA,0
"December 18, 2021",VOC,weighted,10,BA.2,NA,0
"December 25, 2021",VOC,weighted,10,BA.2,NA,0
"January 1, 2022",VOC,weighted,10,BA.2,NA,0
"January 8, 2022",VOC,weighted,10,BA.2,0.0-0.2%,0.000327530
"January 15, 2022",VOC,weighted,10,BA.2,0.2-1.0%,0.004818277
"January 22, 2022",VOC,weighted,10,BA.2,0.3-1.0%,0.005800050
"January 29, 2022",VOC,weighted,10,BA.2,0.5-2.2%,0.011054407
"February 5, 2022",VOC,weighted,10,BA.2,0.4-3.1%,0.012525413
"February 12, 2022",VOC,weighted,10,BA.2,2.0-8.1%,0.043220047
"February 19, 2022",VOC,weighted,10,BA.2,3.1-7.6%,0.050488863
"February 26, 2022",VOC,weighted,10,BA.2,4.5-10.6%,0.071251698
"March 5, 2022",VOC,weighted,10,BA.2,10.3-23.0%,0.159141153
"March 12, 2022",VOC,weighted,10,BA.2,16.9-36.0%,0.255709320
"March 19, 2022",VOC,weighted,10,BA.2,24.9-51.3%,0.374405146
"March 26, 2022",VOC,weighted,10,BA.2,58.4-76.3%,0.677965999
"April 2, 2022",VOC,weighted,10,BA.2,73.3-84.1%,0.791006505
"April 9, 2022",VOC,weighted,10,BA.2,81.6-87.3%,0.846124291
"April 16, 2022",VOC,weighted,10,BA.2,87.3-91.5%,0.895589411
"April 23, 2022",VOC,weighted,10,BA.2,84.4-94.2%,0.900896192
"May 8, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"May 15, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"May 22, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"May 29, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"June 5, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"June 12, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"June 19, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"June 26, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"July 3, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"July 10, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"July 17, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"July 24, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"July 31, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"August 7, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"August 14, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"August 21, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"August 28, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"September 4, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"September 11, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"September 18, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"September 25, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"October 2, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"October 9, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"October 16, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"October 23, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"October 30, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"November 6, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"November 13, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"November 20, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"November 27, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"December 4, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"December 11, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"December 18, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"December 25, 2021",VOC,weighted,10,BA.2.12.1,NA,0
"January 1, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"January 8, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"January 15, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"January 22, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"January 29, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"February 5, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"February 12, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"February 19, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"February 26, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"March 5, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"March 12, 2022",VOC,weighted,10,BA.2.12.1,NA,0
"March 19, 2022",VOC,weighted,10,BA.2.12.1,0.1-2.7%,0.007412114
"March 26, 2022",VOC,weighted,10,BA.2.12.1,0.1-2.0%,0.006593589
"April 2, 2022",VOC,weighted,10,BA.2.12.1,0.4-2.1%,0.010337518
"April 9, 2022",VOC,weighted,10,BA.2.12.1,1.9-4.3%,0.029456984
"April 16, 2022",VOC,weighted,10,BA.2.12.1,3.7-6.8%,0.050850242
"April 23, 2022",VOC,weighted,10,BA.2.12.1,2.7-11.1%,0.059194475
"April 30, 2022",Other,smoothed,USA,Other*,0.1-0.3%,0.001545909
"May 7, 2022",Other,smoothed,USA,Other*,0.1-0.3%,0.001640411
"April 30, 2022",Other,smoothed,1,Other*,0.0-0.3%,0.001077740
"May 7, 2022",Other,smoothed,1,Other*,0.0-0.3%,0.001218727
"April 30, 2022",Other,smoothed,2,Other*,0.0-0.1%,0.000309556
"May 7, 2022",Other,smoothed,2,Other*,0.0-0.1%,0.000308086
"April 30, 2022",Other,smoothed,3,Other*,0.0-0.1%,0.000413521
"May 7, 2022",Other,smoothed,3,Other*,0.0-0.1%,0.000442674
"April 30, 2022",Other,smoothed,4,Other*,0.1-0.2%,0.001012298
"May 7, 2022",Other,smoothed,4,Other*,0.1-0.2%,0.001117188
"April 30, 2022",Other,smoothed,5,Other*,0.1-0.5%,0.002253853
"May 7, 2022",Other,smoothed,5,Other*,0.1-0.6%,0.002598059
"April 30, 2022",Other,smoothed,6,Other*,0.1-1.4%,0.004178197
"May 7, 2022",Other,smoothed,6,Other*,0.1-1.8%,0.005085664
"April 30, 2022",Other,smoothed,7,Other*,0.2-0.7%,0.003657439
"May 7, 2022",Other,smoothed,7,Other*,0.2-0.8%,0.004055075
"April 30, 2022",Other,smoothed,8,Other*,0.0-0.2%,0.000924691
"May 7, 2022",Other,smoothed,8,Other*,0.0-0.3%,0.001061815
"April 30, 2022",Other,smoothed,9,Other*,0.2-1.0%,0.004427000
"May 7, 2022",Other,smoothed,9,Other*,0.2-1.3%,0.005336816
"April 30, 2022",Other,smoothed,10,Other*,0.0-1.0%,0.002026669
"May 7, 2022",Other,smoothed,10,Other*,0.0-1.3%,0.002542077
"May 8, 2021",Other,weighted,USA,Other*,97.8-98.6%,0.982322574
"May 15, 2021",Other,weighted,USA,Other*,96.9-98.1%,0.975611985
"May 22, 2021",Other,weighted,USA,Other*,95.0-96.8%,0.959982395
"May 29, 2021",Other,weighted,USA,Other*,90.9-94.2%,0.927130282
"June 5, 2021",Other,weighted,USA,Other*,82.2-88.8%,0.857297599
"June 12, 2021",Other,weighted,USA,Other*,69.4-78.2%,0.739766955
"June 19, 2021",Other,weighted,USA,Other*,56.6-67.5%,0.621652305
"June 26, 2021",Other,weighted,USA,Other*,40.0-50.1%,0.450059742
"July 3, 2021",Other,weighted,USA,Other*,26.6-32.7%,0.295664191
"July 10, 2021",Other,weighted,USA,Other*,15.8-19.9%,0.177666679
"July 17, 2021",Other,weighted,USA,Other*,10.5-13.9%,0.121246159
"July 24, 2021",Other,weighted,USA,Other*,4.9-6.3%,0.055620786
"July 31, 2021",Other,weighted,USA,Other*,2.9-4.1%,0.034835253
"August 7, 2021",Other,weighted,USA,Other*,2.3-3.8%,0.030166706
"August 14, 2021",Other,weighted,USA,Other*,1.0-1.5%,0.012446354
"August 21, 2021",Other,weighted,USA,Other*,0.9-1.8%,0.012612742
"August 28, 2021",Other,weighted,USA,Other*,1.1-2.5%,0.017341454
"September 4, 2021",Other,weighted,USA,Other*,0.7-1.4%,0.009828575
"September 11, 2021",Other,weighted,USA,Other*,0.5-1.3%,0.008679473
"September 18, 2021",Other,weighted,USA,Other*,0.7-1.7%,0.011417457
"September 25, 2021",Other,weighted,USA,Other*,0.5-1.2%,0.008297532
"October 2, 2021",Other,weighted,USA,Other*,0.6-1.2%,0.008653256
"October 9, 2021",Other,weighted,USA,Other*,0.7-1.3%,0.009855494
"October 16, 2021",Other,weighted,USA,Other*,0.6-1.4%,0.009325340
"October 23, 2021",Other,weighted,USA,Other*,0.8-1.7%,0.011370894
"October 30, 2021",Other,weighted,USA,Other*,0.6-1.3%,0.008876249
"November 6, 2021",Other,weighted,USA,Other*,1.0-2.1%,0.014858294
"November 13, 2021",Other,weighted,USA,Other*,1.1-2.3%,0.016395895
"November 20, 2021",Other,weighted,USA,Other*,1.4-2.6%,0.018975576
"November 27, 2021",Other,weighted,USA,Other*,0.6-1.5%,0.010126787
"December 4, 2021",Other,weighted,USA,Other*,0.1-0.4%,0.002518788
"December 11, 2021",Other,weighted,USA,Other*,0.2-0.5%,0.003067582
"December 18, 2021",Other,weighted,USA,Other*,0.4-0.7%,0.004999693
"December 25, 2021",Other,weighted,USA,Other*,0.5-1.1%,0.007713481
"January 1, 2022",Other,weighted,USA,Other*,0.7-1.6%,0.010801210
"January 8, 2022",Other,weighted,USA,Other*,0.2-0.6%,0.003977440
"January 15, 2022",Other,weighted,USA,Other*,0.1-0.3%,0.001604810
"January 22, 2022",Other,weighted,USA,Other*,0.0-0.1%,0.000385654
"January 29, 2022",Other,weighted,USA,Other*,0.0-0.1%,0.000531789
"February 5, 2022",Other,weighted,USA,Other*,0.0-0.1%,0.000403636
"February 12, 2022",Other,weighted,USA,Other*,0.0-0.1%,0.000594683
"February 19, 2022",Other,weighted,USA,Other*,0.0-0.2%,0.000939789
"February 26, 2022",Other,weighted,USA,Other*,0.1-0.2%,0.001564402
"March 5, 2022",Other,weighted,USA,Other*,0.1-0.2%,0.001448358
"March 12, 2022",Other,weighted,USA,Other*,0.1-0.3%,0.001360937
"March 19, 2022",Other,weighted,USA,Other*,0.1-0.3%,0.001647519
"March 26, 2022",Other,weighted,USA,Other*,0.1-0.3%,0.001676471
"April 2, 2022",Other,weighted,USA,Other*,0.1-0.3%,0.002154698
"April 9, 2022",Other,weighted,USA,Other*,0.1-0.4%,0.002414703
"April 16, 2022",Other,weighted,USA,Other*,0.2-0.6%,0.003378169
"April 23, 2022",Other,weighted,USA,Other*,0.1-0.5%,0.002628024
"May 8, 2021",Other,weighted,1,Other*,97.6-98.9%,0.983836889
"May 15, 2021",Other,weighted,1,Other*,95.8-98.6%,0.975056231
"May 22, 2021",Other,weighted,1,Other*,93.6-97.2%,0.956812263
"May 29, 2021",Other,weighted,1,Other*,91.0-96.3%,0.940667093
"June 5, 2021",Other,weighted,1,Other*,86.6-96.6%,0.927319169
"June 12, 2021",Other,weighted,1,Other*,91.9-97.4%,0.951511979
"June 19, 2021",Other,weighted,1,Other*,67.3-81.1%,0.746753395
"June 26, 2021",Other,weighted,1,Other*,56.5-75.0%,0.662056029
"July 3, 2021",Other,weighted,1,Other*,40.9-56.2%,0.485331208
"July 10, 2021",Other,weighted,1,Other*,16.0-29.2%,0.220862851
"July 17, 2021",Other,weighted,1,Other*,5.5-11.5%,0.081108145
"July 24, 2021",Other,weighted,1,Other*,2.7-7.1%,0.045425363
"July 31, 2021",Other,weighted,1,Other*,2.9-6.5%,0.044403203
"August 7, 2021",Other,weighted,1,Other*,1.3-3.3%,0.020869263
"August 14, 2021",Other,weighted,1,Other*,0.8-2.0%,0.013263124
"August 21, 2021",Other,weighted,1,Other*,0.7-2.4%,0.013698876
"August 28, 2021",Other,weighted,1,Other*,0.3-2.5%,0.010229571
"September 4, 2021",Other,weighted,1,Other*,0.2-0.9%,0.004470258
"September 11, 2021",Other,weighted,1,Other*,0.1-0.3%,0.001465238
"September 18, 2021",Other,weighted,1,Other*,0.1-0.5%,0.001976595
"September 25, 2021",Other,weighted,1,Other*,0.1-1.3%,0.004445978
"October 2, 2021",Other,weighted,1,Other*,0.1-0.8%,0.003062988
"October 9, 2021",Other,weighted,1,Other*,0.0-1.1%,0.003067530
"October 16, 2021",Other,weighted,1,Other*,0.1-0.8%,0.002905264
"October 23, 2021",Other,weighted,1,Other*,0.1-1.6%,0.004647031
"October 30, 2021",Other,weighted,1,Other*,0.1-1.8%,0.006501309
"November 6, 2021",Other,weighted,1,Other*,0.1-1.4%,0.004796954
"November 13, 2021",Other,weighted,1,Other*,0.2-2.0%,0.007670516
"November 20, 2021",Other,weighted,1,Other*,0.3-2.7%,0.010583174
"November 27, 2021",Other,weighted,1,Other*,0.1-2.4%,0.007653184
"December 4, 2021",Other,weighted,1,Other*,0.0-0.4%,0.001014868
"December 11, 2021",Other,weighted,1,Other*,0.0-0.3%,0.001034858
"December 18, 2021",Other,weighted,1,Other*,0.1-1.2%,0.004720768
"December 25, 2021",Other,weighted,1,Other*,0.1-1.5%,0.004862875
"January 1, 2022",Other,weighted,1,Other*,0.1-2.2%,0.006832125
"January 8, 2022",Other,weighted,1,Other*,0.0-0.4%,0.001046336
"January 15, 2022",Other,weighted,1,Other*,0.0-0.4%,0.000622514
"January 22, 2022",Other,weighted,1,Other*,NA,0
"January 29, 2022",Other,weighted,1,Other*,0.0-0.1%,6.962885527e-05
"February 5, 2022",Other,weighted,1,Other*,0.0-0.1%,0.000116777
"February 12, 2022",Other,weighted,1,Other*,0.0-0.1%,0.000406727
"February 19, 2022",Other,weighted,1,Other*,0.0-0.3%,0.000560265
"February 26, 2022",Other,weighted,1,Other*,0.0-0.2%,0.000377014
"March 5, 2022",Other,weighted,1,Other*,0.0-0.5%,0.001865779
"March 12, 2022",Other,weighted,1,Other*,NA,0
"March 19, 2022",Other,weighted,1,Other*,NA,0
"March 26, 2022",Other,weighted,1,Other*,NA,0
"April 2, 2022",Other,weighted,1,Other*,0.0-0.3%,0.000829861
"April 9, 2022",Other,weighted,1,Other*,0.1-0.4%,0.001526232
"April 16, 2022",Other,weighted,1,Other*,0.1-0.5%,0.002222603
"April 23, 2022",Other,weighted,1,Other*,NA,0
"May 8, 2021",Other,weighted,2,Other*,96.9-99.2%,0.983652234
"May 15, 2021",Other,weighted,2,Other*,94.1-98.2%,0.965301752
"May 22, 2021",Other,weighted,2,Other*,92.1-98.6%,0.962876201
"May 29, 2021",Other,weighted,2,Other*,85.4-97.7%,0.933268785
"June 5, 2021",Other,weighted,2,Other*,76.2-94.7%,0.874518573
"June 12, 2021",Other,weighted,2,Other*,62.7-82.0%,0.731623828
"June 19, 2021",Other,weighted,2,Other*,52.9-71.7%,0.626487911
"June 26, 2021",Other,weighted,2,Other*,30.8-60.3%,0.452172875
"July 3, 2021",Other,weighted,2,Other*,20.9-41.3%,0.304140717
"July 10, 2021",Other,weighted,2,Other*,10.2-30.7%,0.189349905
"July 17, 2021",Other,weighted,2,Other*,10.0-19.8%,0.143984407
"July 24, 2021",Other,weighted,2,Other*,3.6-5.8%,0.046282545
"July 31, 2021",Other,weighted,2,Other*,1.8-4.9%,0.030623706
"August 7, 2021",Other,weighted,2,Other*,1.4-3.3%,0.022420470
"August 14, 2021",Other,weighted,2,Other*,0.4-1.9%,0.009721181
"August 21, 2021",Other,weighted,2,Other*,0.4-2.0%,0.009502481
"August 28, 2021",Other,weighted,2,Other*,0.5-7.0%,0.024187200
"September 4, 2021",Other,weighted,2,Other*,0.4-2.9%,0.012034536
"September 11, 2021",Other,weighted,2,Other*,0.1-0.6%,0.002629555
"September 18, 2021",Other,weighted,2,Other*,0.1-3.8%,0.011121236
"September 25, 2021",Other,weighted,2,Other*,0.2-0.9%,0.004752707
"October 2, 2021",Other,weighted,2,Other*,0.2-2.7%,0.009978632
"October 9, 2021",Other,weighted,2,Other*,0.3-2.3%,0.009197086
"October 16, 2021",Other,weighted,2,Other*,0.1-0.9%,0.003817402
"October 23, 2021",Other,weighted,2,Other*,0.2-2.0%,0.007107022
"October 30, 2021",Other,weighted,2,Other*,0.1-1.7%,0.005554093
"November 6, 2021",Other,weighted,2,Other*,0.4-3.9%,0.015725037
"November 13, 2021",Other,weighted,2,Other*,0.5-3.8%,0.016056227
"November 20, 2021",Other,weighted,2,Other*,0.6-5.6%,0.022571223
"November 27, 2021",Other,weighted,2,Other*,0.4-4.2%,0.015578481
"December 4, 2021",Other,weighted,2,Other*,0.0-1.2%,0.002825777
"December 11, 2021",Other,weighted,2,Other*,0.5-1.4%,0.008999597
"December 18, 2021",Other,weighted,2,Other*,0.1-1.3%,0.004487875
"December 25, 2021",Other,weighted,2,Other*,0.1-1.4%,0.004659570
"January 1, 2022",Other,weighted,2,Other*,0.6-3.8%,0.016710654
"January 8, 2022",Other,weighted,2,Other*,0.0-0.6%,0.001954727
"January 15, 2022",Other,weighted,2,Other*,0.0-0.5%,0.001731242
"January 22, 2022",Other,weighted,2,Other*,NA,0
"January 29, 2022",Other,weighted,2,Other*,0.0-0.3%,0.000295654
"February 5, 2022",Other,weighted,2,Other*,NA,0
"February 12, 2022",Other,weighted,2,Other*,0.0-0.5%,0.000733900
"February 19, 2022",Other,weighted,2,Other*,0.0-0.3%,0.000453479
"February 26, 2022",Other,weighted,2,Other*,0.0-0.5%,0.001198690
"March 5, 2022",Other,weighted,2,Other*,0.0-1.5%,0.003994926
"March 12, 2022",Other,weighted,2,Other*,0.0-1.0%,0.001224492
"March 19, 2022",Other,weighted,2,Other*,0.0-0.5%,0.000855007
"March 26, 2022",Other,weighted,2,Other*,0.0-0.4%,0.000549400
"April 2, 2022",Other,weighted,2,Other*,0.0-0.6%,0.002082624
"April 9, 2022",Other,weighted,2,Other*,0.0-0.3%,0.000542474
"April 16, 2022",Other,weighted,2,Other*,0.0-0.5%,0.000941731
"April 23, 2022",Other,weighted,2,Other*,0.0-1.0%,0.001448726
"May 8, 2021",Other,weighted,3,Other*,98.6-99.7%,0.993066311
"May 15, 2021",Other,weighted,3,Other*,98.0-99.6%,0.989818811
"May 22, 2021",Other,weighted,3,Other*,96.4-98.8%,0.978452265
"May 29, 2021",Other,weighted,3,Other*,95.5-98.7%,0.974891245
"June 5, 2021",Other,weighted,3,Other*,91.1-97.0%,0.946245015
"June 12, 2021",Other,weighted,3,Other*,86.4-95.5%,0.917330801
"June 19, 2021",Other,weighted,3,Other*,75.1-89.7%,0.833488882
"June 26, 2021",Other,weighted,3,Other*,30.1-76.9%,0.541999102
"July 3, 2021",Other,weighted,3,Other*,32.1-49.3%,0.405109793
"July 10, 2021",Other,weighted,3,Other*,22.9-38.6%,0.303101808
"July 17, 2021",Other,weighted,3,Other*,10.9-19.4%,0.147353068
"July 24, 2021",Other,weighted,3,Other*,4.9-9.8%,0.070500717
"July 31, 2021",Other,weighted,3,Other*,1.8-3.3%,0.024859251
"August 7, 2021",Other,weighted,3,Other*,1.1-2.5%,0.016845368
"August 14, 2021",Other,weighted,3,Other*,0.5-1.5%,0.008993406
"August 21, 2021",Other,weighted,3,Other*,0.3-1.3%,0.006634356
"August 28, 2021",Other,weighted,3,Other*,0.3-1.9%,0.008350586
"September 4, 2021",Other,weighted,3,Other*,0.1-0.9%,0.003552736
"September 11, 2021",Other,weighted,3,Other*,0.1-0.7%,0.002824995
"September 18, 2021",Other,weighted,3,Other*,0.1-0.7%,0.002896270
"September 25, 2021",Other,weighted,3,Other*,0.1-1.7%,0.006042095
"October 2, 2021",Other,weighted,3,Other*,0.1-1.5%,0.005552714
"October 9, 2021",Other,weighted,3,Other*,0.2-1.4%,0.006289717
"October 16, 2021",Other,weighted,3,Other*,0.3-1.7%,0.007706964
"October 23, 2021",Other,weighted,3,Other*,0.2-2.6%,0.009438380
"October 30, 2021",Other,weighted,3,Other*,0.1-1.5%,0.005466161
"November 6, 2021",Other,weighted,3,Other*,0.3-3.6%,0.013547427
"November 13, 2021",Other,weighted,3,Other*,0.3-2.7%,0.010413811
"November 20, 2021",Other,weighted,3,Other*,0.5-4.7%,0.018169131
"November 27, 2021",Other,weighted,3,Other*,0.1-4.0%,0.010471746
"December 4, 2021",Other,weighted,3,Other*,0.1-0.9%,0.003287047
"December 11, 2021",Other,weighted,3,Other*,0.0-0.7%,0.002264638
"December 18, 2021",Other,weighted,3,Other*,0.1-1.2%,0.004464502
"December 25, 2021",Other,weighted,3,Other*,0.3-2.2%,0.009535110
"January 1, 2022",Other,weighted,3,Other*,0.3-3.9%,0.014166936
"January 8, 2022",Other,weighted,3,Other*,0.2-1.0%,0.004412757
"January 15, 2022",Other,weighted,3,Other*,0.0-0.6%,0.001032653
"January 22, 2022",Other,weighted,3,Other*,0.0-0.2%,0.000337803
"January 29, 2022",Other,weighted,3,Other*,0.0-0.5%,0.000806191
"February 5, 2022",Other,weighted,3,Other*,0.0-0.2%,0.000518912
"February 12, 2022",Other,weighted,3,Other*,0.0-0.3%,0.000820413
"February 19, 2022",Other,weighted,3,Other*,0.0-0.6%,0.001653591
"February 26, 2022",Other,weighted,3,Other*,0.0-0.5%,0.001677546
"March 5, 2022",Other,weighted,3,Other*,0.0-0.6%,0.001116614
"March 12, 2022",Other,weighted,3,Other*,0.0-1.1%,0.002862696
"March 19, 2022",Other,weighted,3,Other*,0.1-1.0%,0.003094034
"March 26, 2022",Other,weighted,3,Other*,0.0-0.7%,0.002072922
"April 2, 2022",Other,weighted,3,Other*,0.0-0.4%,0.000353662
"April 9, 2022",Other,weighted,3,Other*,0.0-0.2%,0.000249755
"April 16, 2022",Other,weighted,3,Other*,0.1-0.6%,0.002112893
"April 23, 2022",Other,weighted,3,Other*,0.0-2.1%,0.004218264
"May 8, 2021",Other,weighted,4,Other*,97.0-98.9%,0.980974197
"May 15, 2021",Other,weighted,4,Other*,97.0-99.4%,0.985409439
"May 22, 2021",Other,weighted,4,Other*,96.3-98.7%,0.977210164
"May 29, 2021",Other,weighted,4,Other*,95.4-98.3%,0.971159875
"June 5, 2021",Other,weighted,4,Other*,91.1-96.2%,0.940602422
"June 12, 2021",Other,weighted,4,Other*,77.8-87.7%,0.831742585
"June 19, 2021",Other,weighted,4,Other*,68.8-78.9%,0.740675509
"June 26, 2021",Other,weighted,4,Other*,53.0-61.6%,0.573625028
"July 3, 2021",Other,weighted,4,Other*,31.0-41.2%,0.360089779
"July 10, 2021",Other,weighted,4,Other*,18.0-25.7%,0.216793597
"July 17, 2021",Other,weighted,4,Other*,10.5-16.8%,0.133909404
"July 24, 2021",Other,weighted,4,Other*,5.0-7.7%,0.062225953
"July 31, 2021",Other,weighted,4,Other*,2.9-5.7%,0.041160710
"August 7, 2021",Other,weighted,4,Other*,2.2-5.4%,0.035806920
"August 14, 2021",Other,weighted,4,Other*,0.9-2.3%,0.015033486
"August 21, 2021",Other,weighted,4,Other*,0.8-3.1%,0.016337484
"August 28, 2021",Other,weighted,4,Other*,0.8-3.4%,0.017980130
"September 4, 2021",Other,weighted,4,Other*,0.5-2.3%,0.011851112
"September 11, 2021",Other,weighted,4,Other*,0.4-1.9%,0.009782451
"September 18, 2021",Other,weighted,4,Other*,0.7-2.6%,0.014418831
"September 25, 2021",Other,weighted,4,Other*,0.6-1.9%,0.011571667
"October 2, 2021",Other,weighted,4,Other*,0.6-2.2%,0.012030931
"October 9, 2021",Other,weighted,4,Other*,0.9-2.6%,0.015827060
"October 16, 2021",Other,weighted,4,Other*,0.3-1.9%,0.008731301
"October 23, 2021",Other,weighted,4,Other*,0.8-3.5%,0.017871689
"October 30, 2021",Other,weighted,4,Other*,0.6-2.6%,0.013588310
"November 6, 2021",Other,weighted,4,Other*,1.2-4.1%,0.023741255
"November 13, 2021",Other,weighted,4,Other*,1.1-3.9%,0.021847824
"November 20, 2021",Other,weighted,4,Other*,1.1-4.6%,0.024346055
"November 27, 2021",Other,weighted,4,Other*,0.4-2.4%,0.011030233
"December 4, 2021",Other,weighted,4,Other*,0.1-1.3%,0.004126634
"December 11, 2021",Other,weighted,4,Other*,0.0-0.4%,0.001607646
"December 18, 2021",Other,weighted,4,Other*,0.3-0.9%,0.005029696
"December 25, 2021",Other,weighted,4,Other*,0.5-1.7%,0.009528673
"January 1, 2022",Other,weighted,4,Other*,0.6-2.3%,0.012847590
"January 8, 2022",Other,weighted,4,Other*,0.1-1.8%,0.006468976
"January 15, 2022",Other,weighted,4,Other*,0.1-0.8%,0.003457545
"January 22, 2022",Other,weighted,4,Other*,0.0-0.1%,0.000231546
"January 29, 2022",Other,weighted,4,Other*,0.0-0.1%,0.000173275
"February 5, 2022",Other,weighted,4,Other*,0.0-0.3%,0.000715682
"February 12, 2022",Other,weighted,4,Other*,0.0-0.2%,0.000747603
"February 19, 2022",Other,weighted,4,Other*,0.0-0.1%,0.000121151
"February 26, 2022",Other,weighted,4,Other*,0.0-0.2%,0.000640417
"March 5, 2022",Other,weighted,4,Other*,NA,0
"March 12, 2022",Other,weighted,4,Other*,NA,0
"March 19, 2022",Other,weighted,4,Other*,0.0-0.4%,0.000676632
"March 26, 2022",Other,weighted,4,Other*,0.0-0.3%,0.000521148
"April 2, 2022",Other,weighted,4,Other*,0.1-0.6%,0.002383085
"April 9, 2022",Other,weighted,4,Other*,0.0-0.3%,0.001106351
"April 16, 2022",Other,weighted,4,Other*,0.1-1.5%,0.004806473
"April 23, 2022",Other,weighted,4,Other*,0.0-1.2%,0.002926533
"May 8, 2021",Other,weighted,5,Other*,98.4-99.4%,0.990228713
"May 15, 2021",Other,weighted,5,Other*,97.3-99.1%,0.983718753
"May 22, 2021",Other,weighted,5,Other*,95.1-98.4%,0.970947683
"May 29, 2021",Other,weighted,5,Other*,90.7-97.2%,0.945566893
"June 5, 2021",Other,weighted,5,Other*,83.0-95.1%,0.902204394
"June 12, 2021",Other,weighted,5,Other*,75.5-85.6%,0.809330463
"June 19, 2021",Other,weighted,5,Other*,58.2-78.0%,0.687374830
"June 26, 2021",Other,weighted,5,Other*,39.6-59.3%,0.494536221
"July 3, 2021",Other,weighted,5,Other*,27.4-39.9%,0.334309965
"July 10, 2021",Other,weighted,5,Other*,11.4-17.3%,0.141539067
"July 17, 2021",Other,weighted,5,Other*,7.7-14.5%,0.107515089
"July 24, 2021",Other,weighted,5,Other*,3.4-7.0%,0.049582936
"July 31, 2021",Other,weighted,5,Other*,1.9-3.5%,0.026078364
"August 7, 2021",Other,weighted,5,Other*,1.4-2.8%,0.019954994
"August 14, 2021",Other,weighted,5,Other*,0.5-1.7%,0.009750270
"August 21, 2021",Other,weighted,5,Other*,0.4-2.0%,0.010051169
"August 28, 2021",Other,weighted,5,Other*,0.8-2.9%,0.015860701
"September 4, 2021",Other,weighted,5,Other*,0.4-1.2%,0.007386048
"September 11, 2021",Other,weighted,5,Other*,0.4-1.3%,0.007975874
"September 18, 2021",Other,weighted,5,Other*,0.5-1.5%,0.009239465
"September 25, 2021",Other,weighted,5,Other*,0.3-1.5%,0.007687755
"October 2, 2021",Other,weighted,5,Other*,0.5-1.4%,0.008780152
"October 9, 2021",Other,weighted,5,Other*,0.5-1.4%,0.008567007
"October 16, 2021",Other,weighted,5,Other*,0.4-1.5%,0.008668556
"October 23, 2021",Other,weighted,5,Other*,0.6-2.1%,0.011772941
"October 30, 2021",Other,weighted,5,Other*,0.4-1.7%,0.008695382
"November 6, 2021",Other,weighted,5,Other*,0.8-3.0%,0.016196961
"November 13, 2021",Other,weighted,5,Other*,0.9-3.4%,0.018610964
"November 20, 2021",Other,weighted,5,Other*,1.0-3.6%,0.020225311
"November 27, 2021",Other,weighted,5,Other*,0.3-2.5%,0.010836471
